Time_Iter,Outer_Iter,Inner_Iter,rms[Rho],rms[RhoU],rms[RhoV],rms[RhoE],rms[nu],
,0,0,319,-2.466337616,-0.5692724856,-0.6142375414,3.623889834,-8.959255627
,0,0,320,-2.46872396,-0.5661275581,-0.6119692024,3.621551212,-8.946306359
,0,0,321,-2.468357782,-0.5668262729,-0.6094996684,3.621756068,-8.932346529
,0,0,322,-2.471351756,-0.571896066,-0.6073526368,3.61879584,-8.918943833
,0,0,323,-2.474086097,-0.5744430969,-0.6051338115,3.616091143,-8.905471107
,0,0,324,-2.473807433,-0.5741229012,-0.6027700148,3.616234694,-8.891256301
,0,0,325,-2.476172844,-0.5728017113,-0.6007102201,3.61390077,-8.87758807
,0,0,326,-2.4785065,-0.5711891422,-0.5986105072,3.611598099,-8.863953552
,0,0,327,-2.478189685,-0.5692628852,-0.5964070716,3.611849684,-8.849818182
,0,0,328,-2.480670196,-0.5666273434,-0.5945388411,3.60939911,-8.836294556
,0,0,329,-2.482967118,-0.5644941724,-0.5925963928,3.607105389,-8.822945141
,0,0,330,-2.482970883,-0.5659802721,-0.5904316216,3.607028716,-8.809317054
,0,0,331,-2.485633272,-0.5695451565,-0.5885353072,3.604343881,-8.796296201
,0,0,332,-2.488047705,-0.5704287356,-0.5864658248,3.601906676,-8.783538345
,0,0,333,-2.487732228,-0.5698250896,-0.5843384635,3.602084048,-8.770710312
,0,0,334,-2.490397223,-0.5685115681,-0.5825160988,3.599505995,-8.758563457
,0,0,335,-2.492686671,-0.5669006225,-0.5805947203,3.59724578,-8.746753187
,0,0,336,-2.492252396,-0.5649952577,-0.5785632851,3.59754507,-8.734979262
,0,0,337,-2.49445402,-0.5626121259,-0.5767956953,3.595381526,-8.723929299
,0,0,338,-2.496629739,-0.5596498287,-0.5749559504,3.593242702,-8.7133677
,0,0,339,-2.496086941,-0.556288657,-0.5729987901,3.593657656,-8.702994858
,0,0,340,-2.498503446,-0.5532458078,-0.5712985794,3.591305477,-8.693368892
,0,0,341,-2.500902265,-0.5531999292,-0.5695552907,3.588939751,-8.684335055
,0,0,342,-2.50089879,-0.555954246,-0.5675793502,3.58881648,-8.675690695
,0,0,343,-2.50330556,-0.5570631345,-0.565900709,3.58632132,-8.667883155
,0,0,344,-2.505635382,-0.5579350529,-0.5640786678,3.584052901,-8.660762859
,0,0,345,-2.505584064,-0.5596616095,-0.5620724282,3.584067627,-8.654165866
,0,0,346,-2.508340658,-0.5598183594,-0.5603945024,3.581338585,-8.648570055
,0,0,347,-2.510600224,-0.5588108557,-0.5585886484,3.579106784,-8.643814901
,0,0,348,-2.510125829,-0.5574840454,-0.5566136586,3.579444382,-8.639746425
,0,0,349,-2.512073464,-0.5548013087,-0.5549459591,3.577555486,-8.636833971
,0,0,350,-2.514571828,-0.5529756178,-0.5531890062,3.575110673,-8.6349378
,0,0,351,-2.514188473,-0.552656387,-0.5513327259,3.575370057,-8.633702731
,0,0,352,-2.517001497,-0.5535829493,-0.5497075109,3.572609597,-8.632928501
,0,0,353,-2.519740632,-0.5538357512,-0.5480832068,3.569816216,-8.632700259
,0,0,354,-2.519584924,-0.5536436504,-0.5462198751,3.56988572,-8.632802088
,0,0,355,-2.522086132,-0.5530940645,-0.5445933911,3.567470667,-8.632870586
,0,0,356,-2.524181403,-0.5513552833,-0.5427264318,3.565499823,-8.632532081
,0,0,357,-2.523162244,-0.5510479963,-0.5407272108,3.566342198,-8.631605563
,0,0,358,-2.525613146,-0.5497876399,-0.5390979282,3.563820493,-8.630367697
,0,0,359,-2.527878743,-0.5488146199,-0.537381067,3.561672318,-8.628651276
,0,0,360,-2.527436338,-0.5484879005,-0.5354980919,3.561943045,-8.626323128
,0,0,361,-2.529723556,-0.5472011692,-0.5338219329,3.559729103,-8.62379469
,0,0,362,-2.532019854,-0.5463452128,-0.5321005858,3.557476033,-8.62095161
,0,0,363,-2.531563142,-0.5455838202,-0.5302895806,3.557765797,-8.617643167
,0,0,364,-2.53388206,-0.5443904375,-0.528622345,3.55550629,-8.614191052
,0,0,365,-2.53607062,-0.5430574337,-0.5269706439,3.55334527,-8.610424911
,0,0,366,-2.535671055,-0.5416013677,-0.5251592078,3.553637837,-8.606195355
,0,0,367,-2.537863014,-0.5397434098,-0.5236092208,3.551430666,-8.601846813
,0,0,368,-2.539877605,-0.5376701765,-0.5219457475,3.549473222,-8.597235534
,0,0,369,-2.539227284,-0.5352039498,-0.5201983073,3.550090063,-8.592241382
,0,0,370,-2.541402746,-0.532060071,-0.5186331023,3.54794166,-8.587164515
,0,0,371,-2.54337998,-0.5287463734,-0.5170895937,3.545943057,-8.581813686
,0,0,372,-2.542844161,-0.5255633244,-0.5153725361,3.546386,-8.576020573
,0,0,373,-2.54475906,-0.5227470417,-0.5138723537,3.544516055,-8.570071966
,0,0,374,-2.547150756,-0.5215646386,-0.5123072145,3.542174945,-8.563807165
,0,0,375,-2.546891337,-0.5249484666,-0.5106350951,3.542282783,-8.557148676
,0,0,376,-2.549787395,-0.5283658591,-0.5091647003,3.539429792,-8.550378908
,0,0,377,-2.552606322,-0.5293010694,-0.5076700668,3.536669987,-8.543403616
,0,0,378,-2.552749103,-0.5323361237,-0.5060141334,3.536404468,-8.536145139
,0,0,379,-2.555675933,-0.5357494597,-0.504599202,3.533553958,-8.528866153
,0,0,380,-2.557680155,-0.5363304871,-0.5030450507,3.531510145,-8.521461591
,0,0,381,-2.556779808,-0.5360759909,-0.5013634127,3.532328785,-8.513847072
,0,0,382,-2.559476459,-0.5354055802,-0.5000086587,3.529714756,-8.506263562
,0,0,383,-2.561739805,-0.5347618556,-0.4986585569,3.527387964,-8.498603407
,0,0,384,-2.561395122,-0.5342870892,-0.4971483021,3.527635704,-8.490796461
,0,0,385,-2.563426417,-0.5336107016,-0.4958193038,3.525632852,-8.483049154
,0,0,386,-2.565858301,-0.5330169379,-0.4944682193,3.523252126,-8.475266473
,0,0,387,-2.565467954,-0.532234219,-0.4930675256,3.523542159,-8.46738701
,0,0,388,-2.567988237,-0.5318649239,-0.4917895981,3.521058723,-8.45958406
,0,0,389,-2.570593639,-0.5313193582,-0.4905474548,3.518517484,-8.451778047
,0,0,390,-2.570440133,-0.5308650412,-0.4891622302,3.518563215,-8.443909271
,0,0,391,-2.572921587,-0.5303284603,-0.4879714981,3.516169873,-8.436134553
,0,0,392,-2.574796407,-0.5297761447,-0.486660987,3.514262415,-8.428372115
,0,0,393,-2.574140563,-0.5293893728,-0.4852861631,3.514976342,-8.420562717
,0,0,394,-2.576668898,-0.528777777,-0.4841698922,3.512435794,-8.412854675
,0,0,395,-2.578868892,-0.5283936012,-0.4830358813,3.510085996,-8.40516761
,0,0,396,-2.578613199,-0.5278493144,-0.481758426,3.510318992,-8.397449985
,0,0,397,-2.580396418,-0.5274155141,-0.4806962064,3.508520745,-8.389828929
,0,0,398,-2.582931214,-0.5271114846,-0.4796363659,3.506049068,-8.382239056
,0,0,399,-2.582703873,-0.5267016209,-0.4784710347,3.506166948,-8.374635141
,0,0,400,-2.585191417,-0.5262744966,-0.4774535794,3.503740825,-8.367126187
,0,0,401,-2.587807284,-0.5258139926,-0.4765216851,3.50119899,-8.359654627
,0,0,402,-2.587546882,-0.5254596043,-0.4754851276,3.501318816,-8.352175621
,0,0,403,-2.589698648,-0.5249673348,-0.4745934742,3.49922065,-8.344791677
,0,0,404,-2.591655089,-0.5245940024,-0.4736150201,3.497212251,-8.337447128
,0,0,405,-2.590660747,-0.5241451968,-0.4726102342,3.498046051,-8.33009764
,0,0,406,-2.593232658,-0.5237742878,-0.4717955037,3.495624845,-8.322842401
,0,0,407,-2.595662914,-0.5234972179,-0.4710580664,3.493187744,-8.315624033
,0,0,408,-2.595265925,-0.5231970351,-0.4701087598,3.493431832,-8.308402152
,0,0,409,-2.597364818,-0.5228339125,-0.4694066599,3.491393153,-8.301263405
,0,0,410,-2.599647918,-0.522420694,-0.4686931031,3.489167981,-8.294162505
,0,0,411,-2.599460895,-0.5221303767,-0.4679036307,3.489239587,-8.287063863
,0,0,412,-2.601668942,-0.5216974519,-0.4672043732,3.487127659,-8.280048524
,0,0,413,-2.60381689,-0.5214474591,-0.4664693154,3.484992346,-8.273072771
,0,0,414,-2.603600067,-0.5211691122,-0.4657415984,3.485066134,-8.266103492
,0,0,415,-2.605768985,-0.5208711917,-0.4650023561,3.48299064,-8.259205146
,0,0,416,-2.607960413,-0.5205721421,-0.4643845906,3.480822698,-8.252340774
,0,0,417,-2.607686547,-0.5203887134,-0.4635568671,3.4809453,-8.245478243
,0,0,418,-2.609942072,-0.520162097,-0.4629041646,3.478810032,-8.238677451
,0,0,419,-2.612193677,-0.5200323148,-0.4621877187,3.476591269,-8.231909065
,0,0,420,-2.611986026,-0.519859556,-0.461325211,3.47665242,-8.225145782
,0,0,421,-2.614945749,-0.5189677318,-0.4605407026,3.474079852,-8.21844084
,0,0,422,-2.616759252,-0.5189215163,-0.4596450477,3.472035559,-8.211766328
,0,0,423,-2.61582956,-0.5195277132,-0.4589531425,3.472442256,-8.205093199
,0,0,424,-2.61869694,-0.5193410518,-0.4581049789,3.470155644,-8.198470347
,0,0,425,-2.620842449,-0.5192210953,-0.457305205,3.467868023,-8.191869304
,0,0,426,-2.620964553,-0.5191002777,-0.4564253661,3.467682202,-8.185266834
,0,0,427,-2.623201589,-0.5189167991,-0.4556176836,3.465529333,-8.17870891
,0,0,428,-2.625700942,-0.5186330141,-0.4549080001,3.463068902,-8.172171251
,0,0,429,-2.625769713,-0.5182591652,-0.4540190401,3.462838311,-8.165632644
,0,0,430,-2.628177836,-0.5177908307,-0.453619493,3.460531172,-8.159133776
,0,0,431,-2.630720345,-0.5170807984,-0.4531083692,3.458011913,-8.152652542
,0,0,432,-2.631018834,-0.5163109485,-0.4527227068,3.457566287,-8.146165941
,0,0,433,-2.633447984,-0.5152711427,-0.4525460045,3.455231749,-8.139710907
,0,0,434,-2.636065996,-0.5137648776,-0.4524618673,3.452636543,-8.133270782
,0,0,435,-2.636356742,-0.5120630991,-0.4526612718,3.452171488,-8.126825049
,0,0,436,-2.638732148,-0.5101504261,-0.4529790695,3.449875928,-8.120408233
,0,0,437,-2.641472979,-0.5083425201,-0.453795951,3.447130166,-8.114007314
,0,0,438,-2.641824956,-0.5065064943,-0.4545665685,3.446596745,-8.107604509
,0,0,439,-2.64422964,-0.504963313,-0.4557693331,3.444256889,-8.101229614
,0,0,440,-2.646910399,-0.5040301813,-0.4571427825,3.441561539,-8.09487219
,0,0,441,-2.647077761,-0.5031338285,-0.4585563231,3.441199323,-8.088516917
,0,0,442,-2.649364044,-0.5041794405,-0.4603005611,3.439003664,-8.082191399
,0,0,443,-2.651985526,-0.5078497605,-0.46196386,3.43639922,-8.075883653
,0,0,444,-2.652325802,-0.5125533024,-0.4639411563,3.435881031,-8.069579964
,0,0,445,-2.654213211,-0.5147275455,-0.4657897971,3.434070422,-8.063298777
,0,0,446,-2.656047066,-0.5150595843,-0.4676030852,3.432257825,-8.057024147
,0,0,447,-2.655366151,-0.5153094473,-0.4691636742,3.432771967,-8.050744339
,0,0,448,-2.656461612,-0.5155719668,-0.470449359,3.431783709,-8.04447655
,0,0,449,-2.657813704,-0.516005996,-0.4715116282,3.430467308,-8.038199697
,0,0,450,-2.656844693,-0.5158615284,-0.4722091326,3.431306437,-8.031904359
,0,0,451,-2.657965262,-0.5164221471,-0.4729667468,3.430328755,-8.025598727
,0,0,452,-2.659467248,-0.5169464287,-0.4732690939,3.428894464,-8.019269424
,0,0,453,-2.658753143,-0.5173278681,-0.4732128764,3.429568292,-8.012902204
,0,0,454,-2.659899202,-0.5175659241,-0.4729475479,3.428509255,-8.006512266
,0,0,455,-2.661389104,-0.5183455387,-0.4724122252,3.427037655,-8.000089318
,0,0,456,-2.66085861,-0.5189479568,-0.4717257196,3.427469024,-7.993622985
,0,0,457,-2.66226078,-0.5188863407,-0.4708478038,3.426178765,-7.987127828
,0,0,458,-2.66429496,-0.5195181559,-0.4703648446,3.424173155,-7.980598997
,0,0,459,-2.664149439,-0.5197269217,-0.4696654447,3.424181244,-7.974030644
,0,0,460,-2.665888895,-0.5198311129,-0.4688751569,3.422527142,-7.967442766
,0,0,461,-2.668178848,-0.5202151145,-0.4683257044,3.420265055,-7.960832774
,0,0,462,-2.668311341,-0.5204382589,-0.467815798,3.419973737,-7.954202576
,0,0,463,-2.670331095,-0.5206985012,-0.4677439093,3.418044713,-7.94757194
,0,0,464,-2.672715582,-0.5205914869,-0.4673852075,3.415701491,-7.940940035
,0,0,465,-2.672910441,-0.5207021139,-0.4673942099,3.41535249,-7.934310845
,0,0,466,-2.674922089,-0.5208206718,-0.4674813144,3.413429012,-7.927707257
,0,0,467,-2.677281622,-0.5209227753,-0.4677805405,3.411111106,-7.92112733
,0,0,468,-2.677421327,-0.5212794018,-0.4681277281,3.41082263,-7.91457582
,0,0,469,-2.679090135,-0.5213813332,-0.4683323452,3.409237449,-7.908073949
,0,0,470,-2.681158044,-0.5216630558,-0.4688962931,3.407202397,-7.901619214
,0,0,471,-2.680926301,-0.5221193295,-0.4694571006,3.407269471,-7.895216386
,0,0,472,-2.682372428,-0.522650078,-0.4703416851,3.405914948,-7.888877635
,0,0,473,-2.684110897,-0.5230877186,-0.4711762336,3.404191409,-7.882604672
,0,0,474,-2.683629843,-0.5235940379,-0.4718897774,3.404538637,-7.876390647
,0,0,475,-2.684756698,-0.5242424357,-0.4726603579,3.403509655,-7.870238746
,0,0,476,-2.686363861,-0.5248804925,-0.4735070939,3.401969303,-7.864148363
,0,0,477,-2.685724075,-0.5259043564,-0.4744814182,3.402468717,-7.858102753
,0,0,478,-2.686518707,-0.5265589675,-0.4753285738,3.401790996,-7.852101467
,0,0,479,-2.687881837,-0.5274234245,-0.4766942282,3.400456169,-7.846132696
,0,0,480,-2.687064457,-0.5283943799,-0.477743077,3.401136199,-7.840171889
,0,0,481,-2.687855146,-0.5292278132,-0.4788603151,3.400443077,-7.834221098
,0,0,482,-2.689103106,-0.5302879492,-0.4798511291,3.399246397,-7.828260652
,0,0,483,-2.688720863,-0.5311538586,-0.4809558378,3.399409421,-7.822268132
,0,0,484,-2.689102407,-0.5321733207,-0.482068895,3.399143857,-7.816241295
,0,0,485,-2.688812252,-0.5329602565,-0.4828626391,3.399550161,-7.810164975
,0,0,486,-2.689524046,-0.5338528436,-0.4841840354,3.398812713,-7.804040105
,0,0,487,-2.690596771,-0.5345541265,-0.4850739202,3.397805817,-7.797866889
,0,0,488,-2.68983112,-0.535083712,-0.4859791474,3.398477956,-7.791636289
,0,0,489,-2.690323816,-0.53556988,-0.4866303983,3.398084539,-7.785370022
,0,0,490,-2.691379351,-0.5360313581,-0.4873149438,3.397099395,-7.779068718
,0,0,491,-2.690787131,-0.5362007416,-0.4877259078,3.397443804,-7.772744485
,0,0,492,-2.690871916,-0.5362160904,-0.4877497087,3.397515951,-7.766421854
,0,0,493,-2.69072383,-0.5362068415,-0.4882925708,3.397814555,-7.760098378
,0,0,494,-2.691136705,-0.5359650842,-0.4882198944,3.397393852,-7.75381321
,0,0,495,-2.692181898,-0.5356099817,-0.4881822661,3.396438473,-7.747565257
,0,0,496,-2.69152465,-0.5350606787,-0.4878748359,3.39702274,-7.741374786
,0,0,497,-2.691988627,-0.5345137143,-0.4875805733,3.396658124,-7.735263361
,0,0,498,-2.692968164,-0.5338704391,-0.4870482598,3.395748519,-7.72922663
,0,0,499,-2.693198104,-0.5331060907,-0.4860619897,3.395602305,-7.72329178
,0,0,500,-2.69277801,-0.5323990845,-0.4856478442,3.396101391,-7.717446063
,0,0,501,-2.693069022,-0.5315943005,-0.4848327213,3.395722241,-7.711710635
,0,0,502,-2.694175272,-0.5307387769,-0.4841743775,3.394746012,-7.706081701
,0,0,503,-2.694362566,-0.5298704756,-0.4833919558,3.394598054,-7.700544605
,0,0,504,-2.693701796,-0.5290703848,-0.4826973479,3.395143936,-7.695114908
,0,0,505,-2.694687174,-0.5281500252,-0.4818180408,3.394274769,-7.689768197
,0,0,506,-2.695388485,-0.5270592249,-0.4808861321,3.393790355,-7.684501778
,0,0,507,-2.695819919,-0.5261330561,-0.4803156063,3.393327552,-7.679305554
,0,0,508,-2.69622802,-0.525330697,-0.4795773076,3.392777166,-7.674155183
,0,0,509,-2.696644858,-0.5239352557,-0.4790981738,3.39242673,-7.669058478
,0,0,510,-2.696455929,-0.5222530681,-0.4782329604,3.392611759,-7.663987252
,0,0,511,-2.697268957,-0.5202233156,-0.4776689212,3.391814158,-7.658937041
,0,0,512,-2.698961774,-0.5208400608,-0.4771906484,3.390155788,-7.653905385
,0,0,513,-2.699530136,-0.5249548639,-0.4767462755,3.389475859,-7.6488626
,0,0,514,-2.701092304,-0.5281499186,-0.4760678921,3.387964922,-7.643812356
,0,0,515,-2.703014547,-0.5312454859,-0.4752914805,3.386054972,-7.638730498
,0,0,516,-2.703865453,-0.5340325152,-0.4750064223,3.385057036,-7.633597436
,0,0,517,-2.704670732,-0.5353539574,-0.4744996792,3.384283069,-7.628413895
,0,0,518,-2.70486191,-0.5359128051,-0.4740235642,3.384136262,-7.623152324
,0,0,519,-2.706026715,-0.5370562468,-0.4735888297,3.382913733,-7.617816166
,0,0,520,-2.7078002,-0.5395727414,-0.4731803399,3.381197344,-7.612406695
,0,0,521,-2.708857206,-0.5422921087,-0.4726368497,3.380099641,-7.606907531
,0,0,522,-2.709048135,-0.5448687162,-0.4720163051,3.379902621,-7.601328157
,0,0,523,-2.710046983,-0.5468319415,-0.4716056365,3.378843098,-7.595667198
,0,0,524,-2.711519312,-0.5481651304,-0.4709470298,3.377434694,-7.589913285
,0,0,525,-2.712347792,-0.5495406248,-0.47046439,3.376610076,-7.584083088
,0,0,526,-2.712549782,-0.5509907304,-0.4697133236,3.376498642,-7.578170388
,0,0,527,-2.713456431,-0.551632991,-0.4688461191,3.3756623,-7.572177222
,0,0,528,-2.714696086,-0.5518265452,-0.4681185164,3.374346943,-7.566115932
,0,0,529,-2.715020988,-0.5516101031,-0.4673062971,3.373911587,-7.559977541
,0,0,530,-2.714667049,-0.5509706556,-0.4663314094,3.374232865,-7.553764995
,0,0,531,-2.715683246,-0.5499146811,-0.4651564827,3.373282377,-7.547491982
,0,0,532,-2.716107945,-0.5488914425,-0.4641388607,3.372869628,-7.541155742
,0,0,533,-2.716987762,-0.5476837146,-0.4630931844,3.371999448,-7.534759875
,0,0,534,-2.718334737,-0.546037818,-0.4619974544,3.370718228,-7.528320581
,0,0,535,-2.718169998,-0.544337418,-0.46082028,3.370842083,-7.521842312
,0,0,536,-2.718879453,-0.5421860388,-0.4594551028,3.370188249,-7.515328003
,0,0,537,-2.720297611,-0.5401205461,-0.4582954744,3.368854975,-7.508800046
,0,0,538,-2.720919505,-0.5381188584,-0.457232003,3.368266215,-7.50226191
,0,0,539,-2.720781705,-0.5357833741,-0.4559571693,3.368268022,-7.495714858
,0,0,540,-2.721876046,-0.5333447005,-0.4546689933,3.367267376,-7.489179553
,0,0,541,-2.722526802,-0.5311703571,-0.4535457988,3.366646721,-7.482661984
,0,0,542,-2.723522232,-0.5289786789,-0.4524926464,3.365636679,-7.476167442
,0,0,543,-2.72501179,-0.5266652131,-0.4515758247,3.364224605,-7.469709412
,0,0,544,-2.725587862,-0.5243245078,-0.450456161,3.363662057,-7.463297931
,0,0,545,-2.725624354,-0.5218807247,-0.4494413183,3.363537565,-7.456941551
,0,0,546,-2.726845475,-0.5193237876,-0.4484928959,3.36239924,-7.450647418
,0,0,547,-2.72760487,-0.5168511344,-0.4476247485,3.361650591,-7.44442765
,0,0,548,-2.728751417,-0.5146088364,-0.4469711885,3.360511802,-7.4382897
,0,0,549,-2.72999094,-0.5122827084,-0.446138852,3.359382642,-7.432238511
,0,0,550,-2.730808795,-0.5092100014,-0.4455432515,3.358517307,-7.426274831
,0,0,551,-2.731438956,-0.5074903637,-0.4449399603,3.357783906,-7.420411313
,0,0,552,-2.732596586,-0.5052660571,-0.4443071107,3.356676515,-7.414649303
,0,0,553,-2.73368448,-0.5029557494,-0.4438833744,3.355599262,-7.408988058
,0,0,554,-2.73484497,-0.5009889083,-0.4434305446,3.354457862,-7.403424822
,0,0,555,-2.736201353,-0.4990131789,-0.443072837,3.353152331,-7.397968108
,0,0,556,-2.737208287,-0.497114887,-0.4427142747,3.352149533,-7.392613842
,0,0,557,-2.737991476,-0.495328578,-0.4423949901,3.351250315,-7.387355347
,0,0,558,-2.739437763,-0.4938818816,-0.4421866812,3.349850018,-7.382188884
,0,0,559,-2.740654621,-0.4925888,-0.4419763629,3.3485973,-7.377114662
,0,0,560,-2.741969257,-0.4911532136,-0.441801728,3.347301446,-7.372126929
,0,0,561,-2.743134669,-0.4897662768,-0.4415934183,3.346122992,-7.367218031
,0,0,562,-2.744429519,-0.488422492,-0.4414898304,3.344828564,-7.362379464
,0,0,563,-2.745731152,-0.4873426664,-0.4414991802,3.3435124,-7.357610674
,0,0,564,-2.747102691,-0.4862799012,-0.4414625789,3.342107303,-7.352902091
,0,0,565,-2.748378489,-0.4852419893,-0.4413971264,3.340777069,-7.348249761
,0,0,566,-2.749664429,-0.4844583695,-0.441332692,3.339480985,-7.343644853
,0,0,567,-2.751112361,-0.4836080914,-0.4414075946,3.337999551,-7.339083349
,0,0,568,-2.752479343,-0.4828217784,-0.4415837253,3.336625605,-7.334559131
,0,0,569,-2.753948716,-0.4821288257,-0.4416474611,3.335149778,-7.330069699
,0,0,570,-2.755152531,-0.4814191321,-0.441697691,3.333925729,-7.325609104
,0,0,571,-2.756424547,-0.4806062035,-0.4416938794,3.332632187,-7.321170719
,0,0,572,-2.757658084,-0.4797947813,-0.4419201521,3.331382877,-7.316755365
,0,0,573,-2.758948223,-0.4791911321,-0.4421447111,3.330077738,-7.312359581
,0,0,574,-2.760069874,-0.4783665552,-0.4423423504,3.328940387,-7.307979244
,0,0,575,-2.761152295,-0.4773534639,-0.4424670515,3.327854863,-7.303608012
,0,0,576,-2.762205155,-0.4764327106,-0.4425865431,3.32678811,-7.299250395
,0,0,577,-2.763374503,-0.4755896689,-0.4428867318,3.325612398,-7.294905799
,0,0,578,-2.764424092,-0.4746532763,-0.4432111442,3.324464451,-7.29057298
,0,0,579,-2.765402024,-0.4734676583,-0.4434793915,3.323510147,-7.286248225
,0,0,580,-2.766257001,-0.4719581755,-0.4437306758,3.322646739,-7.28193138
,0,0,581,-2.767002263,-0.4701428254,-0.4438889021,3.321906231,-7.277630062
,0,0,582,-2.767827766,-0.4679769278,-0.4442971514,3.32110568,-7.273346263
,0,0,583,-2.768563171,-0.4657649904,-0.4445958257,3.320374768,-7.269080848
,0,0,584,-2.769254202,-0.4635192238,-0.4448817745,3.319691092,-7.264836367
,0,0,585,-2.770188494,-0.462862075,-0.4452055787,3.318748986,-7.260613629
,0,0,586,-2.771492297,-0.4649079942,-0.4454095347,3.317449761,-7.256420636
,0,0,587,-2.772387045,-0.4669775501,-0.445750323,3.316463132,-7.252255784
,0,0,588,-2.7729858,-0.4685533191,-0.446099393,3.315709458,-7.248118496
,0,0,589,-2.774181192,-0.4685098058,-0.4464216311,3.314372672,-7.244004995
,0,0,590,-2.774697122,-0.467502526,-0.4468476862,3.313906246,-7.239911489
,0,0,591,-2.775793807,-0.4664147738,-0.4470762443,3.313090817,-7.235839114
,0,0,592,-2.776812279,-0.4666589921,-0.4475000577,3.311913463,-7.231793538
,0,0,593,-2.778327657,-0.467551118,-0.4478899511,3.310323118,-7.227771428
,0,0,594,-2.778678357,-0.4683437035,-0.4482990347,3.309933361,-7.223770668
,0,0,595,-2.780900025,-0.4688728665,-0.4486884043,3.307933793,-7.219786971
,0,0,596,-2.782016335,-0.4685737663,-0.4490201819,3.306765933,-7.215817619
,0,0,597,-2.782776459,-0.467920382,-0.4495254042,3.306010076,-7.211862064
,0,0,598,-2.783270384,-0.4668537758,-0.4498469957,3.305410012,-7.207921034
,0,0,599,-2.784352935,-0.465461048,-0.4503303244,3.304290525,-7.203995934
,0,0,600,-2.785280635,-0.4640790576,-0.4507693551,3.303526158,-7.20008731
,0,0,601,-2.785580327,-0.4628106758,-0.4512505719,3.302992098,-7.19619492
,0,0,602,-2.786317908,-0.4623706667,-0.4517288296,3.302242111,-7.192320866
,0,0,603,-2.788100205,-0.4641395687,-0.4521295028,3.300488493,-7.188465655
,0,0,604,-2.790665477,-0.4678605263,-0.4527758128,3.298020212,-7.184629728
